@relation sentiment

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute class {0, 4}

@data
2,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,14.00,3.21,1,0
0,0,2,1,0,1,1,0,0,0,2,5,0,0,1,0,0,7.33,3.59,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.00,3.80,2,0
1,0,1,2,1,0,0,0,0,0,0,10,1,1,1,0,1,10.33,3.54,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2.00,4.50,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.00,4.50,1,0
0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,8.00,4.14,1,0
1,0,0,1,1,0,0,0,0,0,0,4,1,3,0,0,3,18.00,4.41,1,0
0,1,0,0,0,0,0,0,0,0,0,5,1,3,0,1,0,10.00,4.06,2,0
1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,16.00,4.31,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3.67,4.67,3,0
2,0,3,2,0,0,1,0,0,2,0,6,0,3,1,0,1,10.33,4.12,3,0
0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.00,3.75,2,0
2,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,13.00,3.50,1,0
4,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,9.00,3.88,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.00,3.00,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6.00,3.83,1,0
1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,7.00,3.85,2,0
3,0,1,0,1,0,2,0,0,0,0,3,0,2,0,0,0,22.00,3.75,1,0
3,2,0,1,0,1,1,0,0,0,1,4,2,1,0,0,0,12.00,3.86,2,0
1,0,2,1,1,0,0,0,1,0,0,5,0,2,0,0,0,14.00,4.24,2,0
1,0,0,0,2,0,1,0,0,2,0,5,0,1,1,0,0,8.67,4.40,3,0
0,0,1,0,1,0,0,0,0,0,1,7,1,0,0,0,0,5.00,3.88,4,0
0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,7.50,3.54,2,0
0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,14.00,4.85,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,6.50,4.08,2,0
0,0,1,0,0,2,0,0,0,0,1,5,0,1,0,0,0,9.00,4.19,2,0
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,10.00,3.50,1,0
4,0,0,0,0,1,0,0,0,0,0,8,0,2,0,1,0,16.00,3.29,2,0
0,0,0,0,0,1,0,0,0,0,6,6,0,1,0,0,0,3.50,3.73,6,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.00,4.17,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12.00,4.00,1,0
1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,16.00,4.40,1,0
0,0,0,1,0,0,0,0,0,0,1,3,0,3,0,1,0,15.00,3.50,1,0
0,0,1,0,1,0,0,0,0,0,0,5,2,1,0,1,1,10.00,3.83,2,0
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10.50,4.05,2,0
0,0,0,1,0,1,0,0,0,0,0,9,0,4,0,2,0,24.00,3.09,1,0
2,0,1,0,2,0,1,0,1,0,0,3,1,2,0,1,0,12.50,3.43,2,0
2,0,0,1,0,2,1,0,0,0,0,4,1,2,0,1,1,6.00,3.35,4,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.00,5.00,1,0
0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,12.00,3.36,1,0
2,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,9.00,2.35,2,0
1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,9.00,4.89,1,0
1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.00,4.00,3,0
0,2,0,0,0,0,1,0,1,0,0,4,1,2,0,0,0,12.50,4.38,2,0
2,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,5.50,4.22,4,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9.00,4.00,1,0
1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,10.00,5.20,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,22.00,3.60,1,0
2,0,0,1,0,1,0,0,0,0,0,7,1,3,1,1,20,8.00,3.34,4,0
0,0,3,0,0,0,0,0,0,0,0,5,1,1,1,0,0,12.00,4.27,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3.00,4.00,2,0
0,1,4,0,0,0,1,0,0,0,0,2,0,5,1,0,0,9.00,4.52,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10.00,4.11,1,0
1,0,0,0,1,1,1,0,0,0,0,4,0,1,0,0,0,7.00,4.00,2,0
1,0,0,0,1,0,0,0,0,0,0,4,0,4,1,0,0,9.50,3.71,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11.00,3.80,1,0
1,1,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,23.00,4.71,1,0
0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,10.00,4.30,1,0
0,0,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,12.00,5.60,1,0
0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,9.00,3.29,1,0
0,0,0,1,0,0,1,0,0,0,1,6,0,0,0,0,1,9.00,4.80,2,0
1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,15.00,4.73,1,0
0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,2,10.00,3.74,2,0
1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9.50,3.53,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10.00,3.80,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10.00,3.70,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8.00,4.25,1,0
5,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,9.00,3.92,3,0
0,0,0,1,0,0,2,0,0,0,0,9,0,4,0,0,0,15.00,4.12,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.00,4.17,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,6.00,3.60,1,0
0,0,0,0,1,0,2,0,0,0,1,8,0,4,0,0,0,13.00,4.35,2,0
0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,9.00,4.14,1,0
0,0,3,0,0,0,0,0,1,0,0,5,0,1,0,0,1,12.00,3.18,1,0
2,0,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,9.00,4.24,3,0
3,0,1,0,0,1,1,0,0,0,0,5,0,2,0,0,0,20.00,3.67,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9.00,3.71,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,6.00,3.60,1,0
0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,4.33,3.90,3,0
0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5.50,4.50,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.00,8.50,1,0
1,0,1,0,1,0,0,0,0,0,0,8,0,2,0,0,0,10.00,3.95,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.00,5.25,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,3.50,4.40,2,0
1,0,0,0,2,0,0,0,2,0,0,4,0,1,0,0,0,9.00,3.33,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.00,4.29,1,0
3,0,1,0,0,0,0,0,0,2,0,7,0,1,0,0,0,12.50,4.74,2,0
0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,4.33,3.90,3,0
0,0,2,0,1,0,2,0,0,0,0,8,0,3,1,0,0,9.00,4.05,3,0
3,0,1,0,0,0,1,0,0,0,0,9,0,0,1,0,0,14.00,4.38,2,0
2,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,12.00,3.42,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.00,3.00,1,0
1,0,0,1,1,0,0,0,0,0,0,6,0,1,0,0,2,20.00,4.60,1,0
1,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,1,7.00,5.00,2,0
2,0,0,2,0,1,0,0,0,0,0,5,0,3,0,0,0,9.00,3.40,3,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9.00,3.75,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.00,5.14,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,12.00,3.82,1,0
2,0,2,1,0,0,2,0,0,0,2,5,0,2,0,1,0,11.33,3.34,3,0
0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,16.00,3.69,1,0
0,3,1,0,2,0,3,0,0,0,0,4,0,3,1,0,0,21.00,4.72,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,5.00,4.00,2,0
3,0,0,1,1,0,0,0,0,0,1,4,0,4,0,0,1,14.00,3.70,2,0
0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,6.50,3.83,2,0
0,0,1,1,1,0,0,0,0,0,0,2,0,5,0,0,0,13.00,3.77,1,0
1,0,0,0,0,0,1,0,0,0,1,2,1,2,0,1,0,6.50,4.22,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.00,5.50,1,0
3,0,0,0,0,0,0,1,0,0,0,5,0,6,1,0,1,7.75,3.50,4,0
2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,17.00,3.27,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,8.00,1,0
3,0,0,0,1,0,1,0,0,0,0,6,0,4,1,1,1,16.00,3.47,2,0
1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,12.00,4.09,1,0
0,1,0,1,1,0,1,0,0,0,1,11,0,3,0,0,0,6.75,3.96,4,0
3,0,2,1,0,0,1,0,0,0,0,7,0,1,0,0,0,24.00,4.36,1,0
2,0,0,1,0,0,0,0,0,0,1,3,0,1,0,2,1,9.50,3.28,2,0
1,1,1,0,0,0,1,0,0,0,0,8,0,3,0,1,0,31.00,3.60,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,11.00,4.40,1,0
0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,9.50,4.00,2,0
1,1,1,1,1,0,1,1,0,0,0,3,1,0,0,0,0,12.00,4.00,1,0
2,0,1,0,0,1,0,0,0,0,1,7,0,3,0,0,0,6.67,3.65,3,0
4,2,1,0,0,1,0,0,0,0,0,3,0,3,0,0,0,11.00,3.50,2,0
1,1,0,1,0,0,3,0,0,0,0,9,0,3,0,1,0,31.00,3.25,1,0
2,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,8.50,4.07,2,0
1,1,0,0,1,0,1,0,0,0,0,4,0,1,0,1,0,5.00,4.00,3,0
1,0,0,1,1,0,0,0,0,0,0,6,0,2,1,2,1,20.00,4.45,1,0
0,0,1,0,1,0,0,0,0,2,2,5,1,1,0,0,0,9.00,5.79,2,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,12.00,3.64,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5.00,5.00,1,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4.00,5.75,1,0
0,0,1,0,0,0,1,0,0,0,0,3,0,3,0,1,0,5.00,3.82,3,0
1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4.50,6.00,2,0
1,1,1,1,2,0,0,0,0,0,0,4,0,3,1,0,0,10.00,3.70,3,0
1,0,1,1,1,0,0,0,0,0,1,6,3,1,0,0,0,8.00,4.86,3,0
0,1,0,0,0,0,0,0,0,0,0,7,0,1,1,2,0,6.00,4.40,2,0
3,0,0,0,0,0,1,0,0,0,0,5,4,3,0,0,2,6.75,4.04,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,14.00,1,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,4.20,1,0
2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,8.00,3.25,1,0
1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,8.00,3.50,1,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,7.00,3.86,1,0
1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,6.00,4.50,2,0
3,0,0,1,0,0,0,0,4,0,0,8,2,0,0,0,3,10.00,2.83,3,0
2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6.00,4.20,2,0
0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,7.00,3.57,1,0
0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,9.00,4.43,1,0
2,0,0,3,0,1,0,0,0,0,2,5,0,3,0,1,0,12.50,3.78,2,0
0,0,0,1,0,1,1,0,0,0,0,3,0,2,0,0,0,9.50,3.50,2,0
1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,4.50,3.50,2,0
2,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,8.00,3.90,2,0
0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1,1,4.75,2.94,4,0
0,0,0,1,0,0,1,0,0,0,0,5,0,1,1,0,0,12.00,3.82,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6.00,3.50,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,4.50,5.50,2,0
0,1,0,0,1,0,0,0,0,0,0,6,0,0,2,2,0,10.00,3.61,2,0
0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,9.00,4.62,1,0
3,2,0,1,0,1,0,0,0,0,1,5,2,2,0,0,1,7.00,3.44,4,0
1,0,3,0,0,0,1,0,0,0,1,13,0,1,0,0,1,8.00,3.75,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.00,5.25,1,0
1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,2,11.50,3.77,2,0
1,0,0,1,0,1,0,0,1,0,0,11,0,2,0,0,0,10.33,3.54,3,0
2,0,2,1,1,0,1,0,0,0,0,5,0,2,0,0,0,24.00,4.35,1,0
3,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,14.50,3.81,2,0
2,0,3,1,2,0,1,0,0,0,0,4,2,6,0,0,0,10.00,3.59,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,4.80,1,0
1,0,0,0,1,0,0,0,0,0,1,3,0,2,0,0,0,5.50,4.90,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6.00,4.20,1,0
2,0,0,0,2,0,1,0,1,0,1,4,1,1,0,0,0,12.50,3.76,2,0
2,0,0,0,2,0,0,0,0,0,0,7,0,1,1,0,0,19.00,4.00,1,0
0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,14.00,3.85,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,13.00,2.67,1,0
1,0,1,1,0,0,0,0,0,0,0,6,0,4,0,1,0,13.00,4.29,2,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.00,3.75,1,0
0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,11.00,5.40,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.50,4.10,2,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.00,4.17,1,0
0,0,0,0,1,0,0,1,0,0,0,8,0,1,0,0,0,7.33,3.33,3,0
0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,12.00,4.42,1,0
1,0,3,0,1,0,1,0,0,0,1,2,0,3,1,1,1,8.33,3.05,3,0
1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,5.50,3.89,2,0
2,0,0,0,1,1,1,0,0,0,0,10,0,1,0,0,0,14.00,3.65,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,5.00,3.80,1,0
1,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,6.00,3.86,4,0
2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,9.00,3.62,2,0
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,6.50,4.30,2,0
3,0,1,0,3,0,0,0,0,0,0,5,0,3,0,1,1,5.17,3.35,6,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,5.80,1,0
1,1,1,0,1,0,0,0,0,0,0,5,1,0,0,1,1,7.00,3.53,3,0
0,0,0,1,2,0,0,0,0,0,0,4,0,3,0,1,0,7.00,3.95,3,0
0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,12.00,5.36,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,12.00,3.25,1,0
1,0,3,0,1,0,3,0,1,0,0,5,0,3,0,0,1,28.00,3.96,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.00,5.50,1,0
1,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10.50,4.00,2,0
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,4.67,1,0
2,0,0,0,2,0,0,0,0,0,0,7,0,1,1,0,0,19.00,4.00,1,0
0,0,2,0,0,0,0,0,0,0,1,6,1,1,0,0,0,12.50,3.79,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.50,6.00,2,0
1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,12.00,3.25,1,0
1,1,0,4,0,1,0,0,0,0,0,7,0,0,0,0,0,27.00,3.67,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,4.50,1,0
1,2,0,0,0,1,0,0,2,0,0,8,0,1,0,0,0,9.67,4.08,3,0
0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,9.50,3.59,2,0
1,0,1,0,1,0,0,0,0,0,0,4,0,2,0,1,0,15.00,3.87,1,0
0,0,0,0,0,1,1,0,0,0,0,3,1,2,0,0,1,10.00,3.89,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.00,3.00,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.00,3.33,1,0
0,0,0,0,0,0,2,0,0,0,0,8,0,1,0,0,0,5.50,4.56,4,0
0,0,0,1,1,1,1,0,0,0,0,7,1,2,0,0,0,25.00,4.41,1,0
0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8.00,4.43,2,0
0,0,1,0,0,0,2,0,1,0,0,2,1,3,1,1,0,11.50,4.47,2,0
1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,8.50,4.20,2,0
0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,13.00,4.69,1,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,7.00,4.71,1,0
1,1,0,0,0,0,0,1,1,0,0,11,0,0,0,1,0,9.33,4.57,3,0
0,0,1,1,0,0,0,0,0,0,0,6,0,1,1,0,0,5.75,4.05,4,0
2,0,0,1,0,0,0,0,0,0,1,5,2,2,0,0,6,8.33,3.76,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.00,5.00,1,0
0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,4.00,6.17,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,11.00,4.27,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,7.50,3.62,2,0
0,0,0,2,0,0,0,0,1,0,0,4,0,1,0,0,1,12.00,3.79,2,0
2,0,0,0,2,0,1,0,0,0,0,12,0,2,1,1,0,14.00,4.00,2,0
2,0,0,1,0,1,0,0,1,1,0,6,1,1,0,0,2,4.83,4.29,6,0
2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,9.00,4.67,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2.50,4.25,2,0
2,0,1,0,1,0,0,0,0,0,0,4,0,3,1,0,0,4.33,3.62,6,0
3,0,0,0,0,0,0,0,0,0,0,13,0,2,0,2,0,7.25,4.16,4,0
0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,8.00,5.00,1,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,5.50,4.56,2,0
0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,4.50,7.13,4,0
2,0,1,2,3,0,1,1,0,0,0,6,2,2,0,0,2,10.33,3.36,3,0
2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,7.00,4.08,2,0
0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,7.00,5.00,1,0
4,1,1,1,0,0,2,0,0,0,0,3,0,1,1,1,0,27.00,3.29,1,0
0,0,0,2,0,0,0,0,0,0,1,5,0,3,0,1,0,14.00,4.08,2,0
0,0,0,1,1,0,2,0,0,0,0,5,0,1,0,0,0,10.50,3.67,2,0
4,0,0,0,0,0,3,0,0,0,0,6,1,2,0,0,1,10.00,3.08,3,0
2,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,7.00,4.08,2,0
0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,12.00,4.25,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.00,4.50,1,0
0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,21.00,3.75,1,0
1,0,1,0,0,0,0,0,1,1,1,5,1,2,0,0,0,12.00,4.40,2,0
2,0,2,1,0,1,0,0,0,0,0,3,0,1,1,0,0,26.00,3.44,1,0
1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,5.50,3.89,4,0
1,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,15.00,4.21,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,3.67,1,0
1,0,0,0,1,0,0,0,0,0,0,2,1,4,0,1,1,11.00,4.57,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,5.00,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.67,3.12,3,0
0,0,0,1,1,0,1,0,0,2,0,6,0,3,0,0,0,30.00,4.12,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.00,3.00,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,8.00,5.38,1,0
0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,18.00,3.59,1,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.50,3.50,2,0
0,0,0,1,0,0,1,0,0,0,0,4,0,2,0,0,0,13.00,4.55,1,0
3,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,11.00,4.33,2,0
2,0,2,3,1,0,0,0,0,2,0,5,0,4,0,1,4,9.00,4.18,3,0
0,0,1,1,1,0,0,0,0,0,0,7,0,2,0,1,0,22.00,3.20,1,0
2,0,0,1,0,2,0,0,0,0,0,2,0,3,0,0,0,13.00,3.83,1,0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4.50,3.57,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.00,4.78,1,0
3,0,2,3,0,0,0,0,0,0,0,7,0,1,0,0,0,15.00,3.79,2,0
1,0,0,2,1,0,0,0,0,0,0,6,0,4,0,0,0,25.00,3.56,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,3.14,1,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,12.00,3.45,1,0
2,0,0,0,0,1,1,0,0,0,0,4,0,2,0,0,1,17.00,3.93,1,0
2,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,5.33,4.14,3,0
0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,3.00,4.29,3,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,5.17,1,0
1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,10.00,4.17,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,6.00,3.67,1,0
1,1,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,21.00,4.62,1,0
3,0,2,1,1,1,2,0,0,0,0,4,1,6,0,0,1,10.67,3.82,3,0
0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0,11.00,4.27,1,0
0,0,1,0,2,0,0,0,2,0,0,6,0,4,1,0,0,30.00,3.85,1,0
1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,8.00,5.00,1,0
1,0,1,0,2,0,0,0,0,0,0,3,0,1,0,0,0,8.00,4.29,2,0
0,0,1,1,2,0,0,1,0,0,0,8,0,2,1,0,0,29.00,3.29,1,0
3,0,0,1,2,0,1,0,1,0,0,5,0,1,0,0,0,11.50,4.10,2,0
1,0,0,0,0,1,0,0,1,0,0,6,0,3,0,0,0,12.50,3.91,2,0
1,1,0,0,0,1,2,1,1,0,0,7,0,1,0,3,0,11.50,3.83,2,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5.00,5.38,2,0
1,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,6.00,3.73,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.00,3.60,1,0
0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,0,16.00,3.71,1,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,5.00,4.50,2,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,2.50,1,0
0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,8.00,6.17,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,5.00,3.67,3,0
2,0,2,0,0,0,2,0,0,0,0,7,0,2,1,0,0,16.00,3.68,2,0
1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,13.00,4.54,1,0
2,0,0,1,1,0,1,0,0,0,0,4,0,3,0,0,0,25.00,3.30,1,0
3,0,3,2,2,0,3,0,0,0,0,7,2,0,0,0,0,32.00,3.59,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,6.00,5.67,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.50,3.67,2,0
2,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,4.50,3.73,4,0
0,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,11.00,4.36,1,0
